seq,event_ts,ingest_ts,facility_id,txn_type,sku,qty,shipment_ref,dock_door
659,2026-01-12T17:00:00.000Z,2026-01-12T17:03:00.000Z,DC_HOU,ship_confirm,SKU_COLA,618,SHIP-399,
660,2026-01-12T17:00:00.000Z,2026-01-12T17:00:00.000Z,DC_HOU,ship_confirm,SKU_BAR,278,SHIP-400,
658,2026-01-12T17:00:00.000Z,2026-01-12T17:04:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,324,SHIP-401,
659,2026-01-12T17:00:00.000Z,2026-01-12T17:05:00.000Z,DC_SAT,ship_confirm,SKU_COLA,463,SHIP-402,
660,2026-01-12T17:00:00.000Z,2026-01-12T17:08:00.000Z,DC_SAT,ship_confirm,SKU_BAR,209,SHIP-403,
658,2026-01-12T17:00:00.000Z,2026-01-12T17:04:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,252,SHIP-404,
659,2026-01-12T17:00:00.000Z,2026-01-12T17:06:00.000Z,DC_OKC,ship_confirm,SKU_COLA,360,SHIP-405,
660,2026-01-12T17:00:00.000Z,2026-01-12T17:01:00.000Z,DC_OKC,ship_confirm,SKU_BAR,162,SHIP-406,
650,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_DAL,pick,SKU_CHIP,46,,
651,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_DAL,pick,SKU_COLA,65,,
652,2026-01-12T18:00:00.000Z,2026-01-12T18:08:00.000Z,DC_DAL,pick,SKU_BAR,29,,
661,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
662,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_HOU,pick,SKU_COLA,60,,
663,2026-01-12T18:00:00.000Z,2026-01-12T18:06:00.000Z,DC_HOU,pick,SKU_BAR,27,,
661,2026-01-12T18:00:00.000Z,2026-01-12T18:05:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
662,2026-01-12T18:00:00.000Z,2026-01-12T18:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
663,2026-01-12T18:00:00.000Z,2026-01-12T18:03:00.000Z,DC_SAT,pick,SKU_BAR,20,,
661,2026-01-12T18:00:00.000Z,2026-01-12T18:04:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
662,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_OKC,pick,SKU_COLA,35,,
663,2026-01-12T18:00:00.000Z,2026-01-12T18:02:00.000Z,DC_OKC,pick,SKU_BAR,16,,
94,2026-01-12T18:00:00.000Z,2026-01-12T18:00:00.000Z,PLANT_DAL,receipt,SKU_CHIP,9000,RUN-SKU_CHIP-7,
95,2026-01-12T18:00:00.000Z,2026-01-12T18:08:00.000Z,PLANT_DAL,receipt,SKU_COLA,12000,RUN-SKU_COLA-21,
96,2026-01-12T18:00:00.000Z,2026-01-12T18:06:00.000Z,PLANT_DAL,receipt,SKU_BAR,6000,RUN-SKU_BAR-35,
653,2026-01-12T19:00:00.000Z,2026-01-12T19:01:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
654,2026-01-12T19:00:00.000Z,2026-01-12T19:04:00.000Z,DC_DAL,pick,SKU_COLA,65,,
655,2026-01-12T19:00:00.000Z,2026-01-12T19:01:00.000Z,DC_DAL,pick,SKU_BAR,29,,
664,2026-01-12T19:00:00.000Z,2026-01-12T19:04:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
665,2026-01-12T19:00:00.000Z,2026-01-12T19:06:00.000Z,DC_HOU,pick,SKU_COLA,60,,
666,2026-01-12T19:00:00.000Z,2026-01-12T19:08:00.000Z,DC_HOU,pick,SKU_BAR,27,,
664,2026-01-12T19:00:00.000Z,2026-01-12T19:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
665,2026-01-12T19:00:00.000Z,2026-01-12T19:07:00.000Z,DC_SAT,pick,SKU_COLA,45,,
666,2026-01-12T19:00:00.000Z,2026-01-12T19:03:00.000Z,DC_SAT,pick,SKU_BAR,20,,
664,2026-01-12T19:00:00.000Z,2026-01-12T19:06:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
665,2026-01-12T19:00:00.000Z,2026-01-12T19:04:00.000Z,DC_OKC,pick,SKU_COLA,35,,
666,2026-01-12T19:00:00.000Z,2026-01-12T19:04:00.000Z,DC_OKC,pick,SKU_BAR,16,,
656,2026-01-12T20:00:00.000Z,2026-01-12T20:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
657,2026-01-12T20:00:00.000Z,2026-01-12T20:06:00.000Z,DC_DAL,pick,SKU_COLA,65,,
658,2026-01-12T20:00:00.000Z,2026-01-12T20:01:00.000Z,DC_DAL,pick,SKU_BAR,29,,
667,2026-01-12T20:00:00.000Z,2026-01-12T20:04:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
668,2026-01-12T20:00:00.000Z,2026-01-12T20:01:00.000Z,DC_HOU,pick,SKU_COLA,60,,
669,2026-01-12T20:00:00.000Z,2026-01-12T20:02:00.000Z,DC_HOU,pick,SKU_BAR,27,,
667,2026-01-12T20:00:00.000Z,2026-01-12T20:08:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
668,2026-01-12T20:00:00.000Z,2026-01-12T20:06:00.000Z,DC_SAT,pick,SKU_COLA,45,,
669,2026-01-12T20:00:00.000Z,2026-01-12T20:01:00.000Z,DC_SAT,pick,SKU_BAR,20,,
667,2026-01-12T20:00:00.000Z,2026-01-12T20:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
668,2026-01-12T20:00:00.000Z,2026-01-12T20:02:00.000Z,DC_OKC,pick,SKU_COLA,35,,
669,2026-01-12T20:00:00.000Z,2026-01-12T20:08:00.000Z,DC_OKC,pick,SKU_BAR,16,,
659,2026-01-12T21:00:00.000Z,2026-01-12T21:02:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
660,2026-01-12T21:00:00.000Z,2026-01-12T21:02:00.000Z,DC_DAL,pick,SKU_COLA,65,,
661,2026-01-12T21:00:00.000Z,2026-01-12T21:00:00.000Z,DC_DAL,pick,SKU_BAR,29,,
670,2026-01-12T21:00:00.000Z,2026-01-12T21:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
671,2026-01-12T21:00:00.000Z,2026-01-12T21:06:00.000Z,DC_HOU,pick,SKU_COLA,60,,
672,2026-01-12T21:00:00.000Z,2026-01-12T21:03:00.000Z,DC_HOU,pick,SKU_BAR,27,,
670,2026-01-12T21:00:00.000Z,2026-01-12T21:01:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
671,2026-01-12T21:00:00.000Z,2026-01-12T21:01:00.000Z,DC_SAT,pick,SKU_COLA,45,,
672,2026-01-12T21:00:00.000Z,2026-01-12T21:06:00.000Z,DC_SAT,pick,SKU_BAR,20,,
670,2026-01-12T21:00:00.000Z,2026-01-12T21:00:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
671,2026-01-12T21:00:00.000Z,2026-01-12T21:01:00.000Z,DC_OKC,pick,SKU_COLA,35,,
672,2026-01-12T21:00:00.000Z,2026-01-12T21:08:00.000Z,DC_OKC,pick,SKU_BAR,16,,
662,2026-01-12T22:00:00.000Z,2026-01-12T22:03:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
663,2026-01-12T22:00:00.000Z,2026-01-12T22:08:00.000Z,DC_DAL,pick,SKU_COLA,65,,
664,2026-01-12T22:00:00.000Z,2026-01-12T22:02:00.000Z,DC_DAL,pick,SKU_BAR,29,,
673,2026-01-12T22:00:00.000Z,2026-01-12T22:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
674,2026-01-12T22:00:00.000Z,2026-01-12T22:08:00.000Z,DC_HOU,pick,SKU_COLA,60,,
675,2026-01-12T22:00:00.000Z,2026-01-12T22:08:00.000Z,DC_HOU,pick,SKU_BAR,27,,
673,2026-01-12T22:00:00.000Z,2026-01-12T22:06:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
674,2026-01-12T22:00:00.000Z,2026-01-12T22:04:00.000Z,DC_SAT,pick,SKU_COLA,45,,
675,2026-01-12T22:00:00.000Z,2026-01-12T22:07:00.000Z,DC_SAT,pick,SKU_BAR,20,,
673,2026-01-12T22:00:00.000Z,2026-01-12T22:01:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
674,2026-01-12T22:00:00.000Z,2026-01-12T22:06:00.000Z,DC_OKC,pick,SKU_COLA,35,,
675,2026-01-12T22:00:00.000Z,2026-01-12T22:00:00.000Z,DC_OKC,pick,SKU_BAR,16,,
665,2026-01-12T23:00:00.000Z,2026-01-12T23:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
666,2026-01-12T23:00:00.000Z,2026-01-12T23:04:00.000Z,DC_DAL,pick,SKU_COLA,65,,
667,2026-01-12T23:00:00.000Z,2026-01-12T23:03:00.000Z,DC_DAL,pick,SKU_BAR,29,,
676,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
677,2026-01-12T23:00:00.000Z,2026-01-12T23:01:00.000Z,DC_HOU,pick,SKU_COLA,60,,
678,2026-01-12T23:00:00.000Z,2026-01-12T23:04:00.000Z,DC_HOU,pick,SKU_BAR,27,,
676,2026-01-12T23:00:00.000Z,2026-01-12T23:01:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
677,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_SAT,pick,SKU_COLA,45,,
678,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_SAT,pick,SKU_BAR,20,,
676,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
677,2026-01-12T23:00:00.000Z,2026-01-12T23:08:00.000Z,DC_OKC,pick,SKU_COLA,35,,
678,2026-01-12T23:00:00.000Z,2026-01-12T23:05:00.000Z,DC_OKC,pick,SKU_BAR,16,,
668,2026-01-12T23:00:00.000Z,2026-01-12T23:04:00.000Z,DC_DAL,ship_confirm,SKU_CHIP,273,SHIP-407,
669,2026-01-12T23:00:00.000Z,2026-01-12T23:01:00.000Z,DC_DAL,ship_confirm,SKU_COLA,390,SHIP-408,
670,2026-01-12T23:00:00.000Z,2026-01-12T23:08:00.000Z,DC_DAL,ship_confirm,SKU_BAR,176,SHIP-409,
679,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_HOU,ship_confirm,SKU_CHIP,252,SHIP-410,
680,2026-01-12T23:00:00.000Z,2026-01-12T23:01:00.000Z,DC_HOU,ship_confirm,SKU_COLA,360,SHIP-411,
681,2026-01-12T23:00:00.000Z,2026-01-12T23:06:00.000Z,DC_HOU,ship_confirm,SKU_BAR,162,SHIP-412,
679,2026-01-12T23:00:00.000Z,2026-01-12T23:00:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,189,SHIP-413,
680,2026-01-12T23:00:00.000Z,2026-01-12T23:06:00.000Z,DC_SAT,ship_confirm,SKU_COLA,270,SHIP-414,
681,2026-01-12T23:00:00.000Z,2026-01-12T23:08:00.000Z,DC_SAT,ship_confirm,SKU_BAR,122,SHIP-415,
679,2026-01-12T23:00:00.000Z,2026-01-12T23:05:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,147,SHIP-416,
680,2026-01-12T23:00:00.000Z,2026-01-12T23:08:00.000Z,DC_OKC,ship_confirm,SKU_COLA,210,SHIP-417,
681,2026-01-12T23:00:00.000Z,2026-01-12T23:06:00.000Z,DC_OKC,ship_confirm,SKU_BAR,95,SHIP-418,
671,2026-01-13T00:00:00.000Z,2026-01-13T00:02:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
672,2026-01-13T00:00:00.000Z,2026-01-13T00:00:00.000Z,DC_DAL,pick,SKU_COLA,65,,
673,2026-01-13T00:00:00.000Z,2026-01-13T00:07:00.000Z,DC_DAL,pick,SKU_BAR,29,,
682,2026-01-13T00:00:00.000Z,2026-01-13T00:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
683,2026-01-13T00:00:00.000Z,2026-01-13T00:05:00.000Z,DC_HOU,pick,SKU_COLA,60,,
684,2026-01-13T00:00:00.000Z,2026-01-13T00:02:00.000Z,DC_HOU,pick,SKU_BAR,27,,
682,2026-01-13T00:00:00.000Z,2026-01-13T00:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
683,2026-01-13T00:00:00.000Z,2026-01-13T00:05:00.000Z,DC_SAT,pick,SKU_COLA,45,,
684,2026-01-13T00:00:00.000Z,2026-01-13T00:07:00.000Z,DC_SAT,pick,SKU_BAR,20,,
682,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
683,2026-01-13T00:00:00.000Z,2026-01-13T00:02:00.000Z,DC_OKC,pick,SKU_COLA,35,,
684,2026-01-13T00:00:00.000Z,2026-01-13T00:06:00.000Z,DC_OKC,pick,SKU_BAR,16,,
97,2026-01-13T00:00:00.000Z,2026-01-13T00:08:00.000Z,PLANT_DAL,pick,SKU_CHIP,3084,,
98,2026-01-13T00:00:00.000Z,2026-01-13T00:01:00.000Z,PLANT_DAL,pick,SKU_COLA,4405,,
99,2026-01-13T00:00:00.000Z,2026-01-13T00:05:00.000Z,PLANT_DAL,pick,SKU_BAR,1983,,
100,2026-01-13T00:00:00.000Z,2026-01-13T00:06:00.000Z,PLANT_DAL,pick,SKU_CHIP,2847,,
101,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,pick,SKU_COLA,4067,,
102,2026-01-13T00:00:00.000Z,2026-01-13T00:05:00.000Z,PLANT_DAL,pick,SKU_BAR,1830,,
103,2026-01-13T00:00:00.000Z,2026-01-13T00:06:00.000Z,PLANT_DAL,pick,SKU_CHIP,2135,,
104,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,pick,SKU_COLA,3050,,
105,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,pick,SKU_BAR,1373,,
106,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,pick,SKU_CHIP,1660,,
107,2026-01-13T00:00:00.000Z,2026-01-13T00:07:00.000Z,PLANT_DAL,pick,SKU_COLA,2373,,
108,2026-01-13T00:00:00.000Z,2026-01-13T00:00:00.000Z,PLANT_DAL,pick,SKU_BAR,1067,,
109,2026-01-13T00:00:00.000Z,2026-01-13T00:01:00.000Z,PLANT_DAL,ship_confirm,SKU_CHIP,3084,SHIP-419,
110,2026-01-13T00:00:00.000Z,2026-01-13T00:08:00.000Z,PLANT_DAL,ship_confirm,SKU_COLA,4405,SHIP-420,
111,2026-01-13T00:00:00.000Z,2026-01-13T00:07:00.000Z,PLANT_DAL,ship_confirm,SKU_BAR,1983,SHIP-421,
112,2026-01-13T00:00:00.000Z,2026-01-13T00:06:00.000Z,PLANT_DAL,ship_confirm,SKU_CHIP,2847,SHIP-422,
113,2026-01-13T00:00:00.000Z,2026-01-13T00:08:00.000Z,PLANT_DAL,ship_confirm,SKU_COLA,4067,SHIP-423,
114,2026-01-13T00:00:00.000Z,2026-01-13T00:01:00.000Z,PLANT_DAL,ship_confirm,SKU_BAR,1830,SHIP-424,
115,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,ship_confirm,SKU_CHIP,2135,SHIP-425,
116,2026-01-13T00:00:00.000Z,2026-01-13T00:01:00.000Z,PLANT_DAL,ship_confirm,SKU_COLA,3050,SHIP-426,
117,2026-01-13T00:00:00.000Z,2026-01-13T00:07:00.000Z,PLANT_DAL,ship_confirm,SKU_BAR,1373,SHIP-427,
118,2026-01-13T00:00:00.000Z,2026-01-13T00:03:00.000Z,PLANT_DAL,ship_confirm,SKU_CHIP,1660,SHIP-428,
119,2026-01-13T00:00:00.000Z,2026-01-13T00:04:00.000Z,PLANT_DAL,ship_confirm,SKU_COLA,2373,SHIP-429,
120,2026-01-13T00:00:00.000Z,2026-01-13T00:00:00.000Z,PLANT_DAL,ship_confirm,SKU_BAR,1067,SHIP-430,
674,2026-01-13T01:00:00.000Z,2026-01-13T01:01:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
675,2026-01-13T01:00:00.000Z,2026-01-13T01:03:00.000Z,DC_DAL,pick,SKU_COLA,65,,
676,2026-01-13T01:00:00.000Z,2026-01-13T01:06:00.000Z,DC_DAL,pick,SKU_BAR,29,,
685,2026-01-13T01:00:00.000Z,2026-01-13T01:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
686,2026-01-13T01:00:00.000Z,2026-01-13T01:03:00.000Z,DC_HOU,pick,SKU_COLA,60,,
687,2026-01-13T01:00:00.000Z,2026-01-13T01:07:00.000Z,DC_HOU,pick,SKU_BAR,27,,
685,2026-01-13T01:00:00.000Z,2026-01-13T01:03:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
686,2026-01-13T01:00:00.000Z,2026-01-13T01:06:00.000Z,DC_SAT,pick,SKU_COLA,45,,
687,2026-01-13T01:00:00.000Z,2026-01-13T01:00:00.000Z,DC_SAT,pick,SKU_BAR,20,,
685,2026-01-13T01:00:00.000Z,2026-01-13T01:01:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
686,2026-01-13T01:00:00.000Z,2026-01-13T01:02:00.000Z,DC_OKC,pick,SKU_COLA,35,,
687,2026-01-13T01:00:00.000Z,2026-01-13T01:06:00.000Z,DC_OKC,pick,SKU_BAR,16,,
677,2026-01-13T02:00:00.000Z,2026-01-13T02:08:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
678,2026-01-13T02:00:00.000Z,2026-01-13T02:02:00.000Z,DC_DAL,pick,SKU_COLA,65,,
679,2026-01-13T02:00:00.000Z,2026-01-13T02:06:00.000Z,DC_DAL,pick,SKU_BAR,29,,
688,2026-01-13T02:00:00.000Z,2026-01-13T02:04:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
689,2026-01-13T02:00:00.000Z,2026-01-13T02:00:00.000Z,DC_HOU,pick,SKU_COLA,60,,
690,2026-01-13T02:00:00.000Z,2026-01-13T02:08:00.000Z,DC_HOU,pick,SKU_BAR,27,,
688,2026-01-13T02:00:00.000Z,2026-01-13T02:06:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
689,2026-01-13T02:00:00.000Z,2026-01-13T02:03:00.000Z,DC_SAT,pick,SKU_COLA,45,,
690,2026-01-13T02:00:00.000Z,2026-01-13T02:06:00.000Z,DC_SAT,pick,SKU_BAR,20,,
688,2026-01-13T02:00:00.000Z,2026-01-13T02:06:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
689,2026-01-13T02:00:00.000Z,2026-01-13T02:02:00.000Z,DC_OKC,pick,SKU_COLA,35,,
690,2026-01-13T02:00:00.000Z,2026-01-13T02:03:00.000Z,DC_OKC,pick,SKU_BAR,16,,
680,2026-01-13T03:00:00.000Z,2026-01-13T03:04:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
681,2026-01-13T03:00:00.000Z,2026-01-13T03:03:00.000Z,DC_DAL,pick,SKU_COLA,65,,
682,2026-01-13T03:00:00.000Z,2026-01-13T03:07:00.000Z,DC_DAL,pick,SKU_BAR,29,,
691,2026-01-13T03:00:00.000Z,2026-01-13T03:05:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
692,2026-01-13T03:00:00.000Z,2026-01-13T03:01:00.000Z,DC_HOU,pick,SKU_COLA,60,,
693,2026-01-13T03:00:00.000Z,2026-01-13T03:04:00.000Z,DC_HOU,pick,SKU_BAR,27,,
691,2026-01-13T03:00:00.000Z,2026-01-13T03:05:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
692,2026-01-13T03:00:00.000Z,2026-01-13T03:04:00.000Z,DC_SAT,pick,SKU_COLA,45,,
693,2026-01-13T03:00:00.000Z,2026-01-13T03:07:00.000Z,DC_SAT,pick,SKU_BAR,20,,
691,2026-01-13T03:00:00.000Z,2026-01-13T03:05:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
692,2026-01-13T03:00:00.000Z,2026-01-13T03:01:00.000Z,DC_OKC,pick,SKU_COLA,35,,
693,2026-01-13T03:00:00.000Z,2026-01-13T03:01:00.000Z,DC_OKC,pick,SKU_BAR,16,,
683,2026-01-13T04:00:00.000Z,2026-01-13T04:08:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
684,2026-01-13T04:00:00.000Z,2026-01-13T04:02:00.000Z,DC_DAL,pick,SKU_COLA,65,,
685,2026-01-13T04:00:00.000Z,2026-01-13T04:04:00.000Z,DC_DAL,pick,SKU_BAR,29,,
694,2026-01-13T04:00:00.000Z,2026-01-13T04:08:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
695,2026-01-13T04:00:00.000Z,2026-01-13T04:08:00.000Z,DC_HOU,pick,SKU_COLA,60,,
696,2026-01-13T04:00:00.000Z,2026-01-13T04:01:00.000Z,DC_HOU,pick,SKU_BAR,27,,
694,2026-01-13T04:00:00.000Z,2026-01-13T04:08:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
695,2026-01-13T04:00:00.000Z,2026-01-13T04:00:00.000Z,DC_SAT,pick,SKU_COLA,45,,
696,2026-01-13T04:00:00.000Z,2026-01-13T04:01:00.000Z,DC_SAT,pick,SKU_BAR,20,,
694,2026-01-13T04:00:00.000Z,2026-01-13T04:03:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
695,2026-01-13T04:00:00.000Z,2026-01-13T04:07:00.000Z,DC_OKC,pick,SKU_COLA,35,,
696,2026-01-13T04:00:00.000Z,2026-01-13T04:08:00.000Z,DC_OKC,pick,SKU_BAR,16,,
686,2026-01-13T05:00:00.000Z,2026-01-13T05:03:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
687,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_DAL,pick,SKU_COLA,65,,
688,2026-01-13T05:00:00.000Z,2026-01-13T05:02:00.000Z,DC_DAL,pick,SKU_BAR,29,,
697,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
698,2026-01-13T05:00:00.000Z,2026-01-13T05:02:00.000Z,DC_HOU,pick,SKU_COLA,60,,
699,2026-01-13T05:00:00.000Z,2026-01-13T05:03:00.000Z,DC_HOU,pick,SKU_BAR,27,,
697,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
698,2026-01-13T05:00:00.000Z,2026-01-13T05:03:00.000Z,DC_SAT,pick,SKU_COLA,45,,
699,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_SAT,pick,SKU_BAR,20,,
697,2026-01-13T05:00:00.000Z,2026-01-13T05:07:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
698,2026-01-13T05:00:00.000Z,2026-01-13T05:04:00.000Z,DC_OKC,pick,SKU_COLA,35,,
699,2026-01-13T05:00:00.000Z,2026-01-13T05:07:00.000Z,DC_OKC,pick,SKU_BAR,16,,
689,2026-01-13T05:00:00.000Z,2026-01-13T05:01:00.000Z,DC_DAL,ship_confirm,SKU_CHIP,273,SHIP-431,
690,2026-01-13T05:00:00.000Z,2026-01-13T05:05:00.000Z,DC_DAL,ship_confirm,SKU_COLA,390,SHIP-432,
691,2026-01-13T05:00:00.000Z,2026-01-13T05:08:00.000Z,DC_DAL,ship_confirm,SKU_BAR,176,SHIP-433,
700,2026-01-13T05:00:00.000Z,2026-01-13T05:07:00.000Z,DC_HOU,ship_confirm,SKU_CHIP,252,SHIP-434,
701,2026-01-13T05:00:00.000Z,2026-01-13T05:07:00.000Z,DC_HOU,ship_confirm,SKU_COLA,360,SHIP-435,
702,2026-01-13T05:00:00.000Z,2026-01-13T05:03:00.000Z,DC_HOU,ship_confirm,SKU_BAR,162,SHIP-436,
700,2026-01-13T05:00:00.000Z,2026-01-13T05:01:00.000Z,DC_SAT,ship_confirm,SKU_CHIP,189,SHIP-437,
701,2026-01-13T05:00:00.000Z,2026-01-13T05:06:00.000Z,DC_SAT,ship_confirm,SKU_COLA,270,SHIP-438,
702,2026-01-13T05:00:00.000Z,2026-01-13T05:07:00.000Z,DC_SAT,ship_confirm,SKU_BAR,122,SHIP-439,
700,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_OKC,ship_confirm,SKU_CHIP,147,SHIP-440,
701,2026-01-13T05:00:00.000Z,2026-01-13T05:00:00.000Z,DC_OKC,ship_confirm,SKU_COLA,210,SHIP-441,
702,2026-01-13T05:00:00.000Z,2026-01-13T05:01:00.000Z,DC_OKC,ship_confirm,SKU_BAR,95,SHIP-442,
692,2026-01-13T06:00:00.000Z,2026-01-13T06:01:00.000Z,DC_DAL,pick,SKU_CHIP,45,,
693,2026-01-13T06:00:00.000Z,2026-01-13T06:04:00.000Z,DC_DAL,pick,SKU_COLA,65,,
694,2026-01-13T06:00:00.000Z,2026-01-13T06:06:00.000Z,DC_DAL,pick,SKU_BAR,29,,
703,2026-01-13T06:00:00.000Z,2026-01-13T06:07:00.000Z,DC_HOU,pick,SKU_CHIP,42,,
704,2026-01-13T06:00:00.000Z,2026-01-13T06:05:00.000Z,DC_HOU,pick,SKU_COLA,60,,
705,2026-01-13T06:00:00.000Z,2026-01-13T06:06:00.000Z,DC_HOU,pick,SKU_BAR,27,,
703,2026-01-13T06:00:00.000Z,2026-01-13T06:06:00.000Z,DC_SAT,pick,SKU_CHIP,32,,
704,2026-01-13T06:00:00.000Z,2026-01-13T06:06:00.000Z,DC_SAT,pick,SKU_COLA,45,,
705,2026-01-13T06:00:00.000Z,2026-01-13T06:07:00.000Z,DC_SAT,pick,SKU_BAR,20,,
703,2026-01-13T06:00:00.000Z,2026-01-13T06:08:00.000Z,DC_OKC,pick,SKU_CHIP,25,,
704,2026-01-13T06:00:00.000Z,2026-01-13T06:06:00.000Z,DC_OKC,pick,SKU_COLA,35,,
705,2026-01-13T06:00:00.000Z,2026-01-13T06:08:00.000Z,DC_OKC,pick,SKU_BAR,16,,
695,2026-01-13T07:00:00.000Z,2026-01-13T07:08:00.000Z,DC_DAL,pick,SKU_CHIP,57,,
696,2026-01-13T07:00:00.000Z,2026-01-13T07:07:00.000Z,DC_DAL,pick,SKU_COLA,82,,
697,2026-01-13T07:00:00.000Z,2026-01-13T07:07:00.000Z,DC_DAL,pick,SKU_BAR,37,,
706,2026-01-13T07:00:00.000Z,2026-01-13T07:04:00.000Z,DC_HOU,pick,SKU_CHIP,53,,
707,2026-01-13T07:00:00.000Z,2026-01-13T07:05:00.000Z,DC_HOU,pick,SKU_COLA,76,,
708,2026-01-13T07:00:00.000Z,2026-01-13T07:07:00.000Z,DC_HOU,pick,SKU_BAR,34,,
706,2026-01-13T07:00:00.000Z,2026-01-13T07:00:00.000Z,DC_SAT,pick,SKU_CHIP,40,,
707,2026-01-13T07:00:00.000Z,2026-01-13T07:05:00.000Z,DC_SAT,pick,SKU_COLA,57,,
708,2026-01-13T07:00:00.000Z,2026-01-13T07:04:00.000Z,DC_SAT,pick,SKU_BAR,25,,
706,2026-01-13T07:00:00.000Z,2026-01-13T07:05:00.000Z,DC_OKC,pick,SKU_CHIP,31,,
707,2026-01-13T07:00:00.000Z,2026-01-13T07:07:00.000Z,DC_OKC,pick,SKU_COLA,44,,
708,2026-01-13T07:00:00.000Z,2026-01-13T07:00:00.000Z,DC_OKC,pick,SKU_BAR,20,,
698,2026-01-13T08:00:00.000Z,2026-01-13T08:05:00.000Z,DC_DAL,pick,SKU_CHIP,68,,
699,2026-01-13T08:00:00.000Z,2026-01-13T08:03:00.000Z,DC_DAL,pick,SKU_COLA,97,,
